Id,order_status,order_products_value,order_freight_value,order_items_qty,order_purchase_timestamp,order_aproved_at,order_delivered_customer_date,customer_city,customer_state,customer_zip_code_prefix,review_score
199,delivered,24.9,8.33,1,2017-08-01 18:52:00,2017-08-03 03:04:00,2017-08-05 12:14:00,Sao Paulo,SP,40,4
200,delivered,9.97,25.63,1,2018-07-21 12:49:00,2018-07-26 23:31:00,2018-07-25 23:58:00,Guarai,TO,777,5
201,delivered,49.9,17.6,1,2017-03-09 22:17:00,2017-03-09 22:17:00,2017-03-16 08:24:00,Sete Lagoas,MG,357,5
202,delivered,55.0,7.78,1,2017-12-09 17:27:00,2017-12-09 17:37:00,2018-01-04 21:23:00,Guarulhos,SP,72,5
203,delivered,129.9,13.49,1,2018-08-01 10:48:00,2018-08-02 10:45:00,2018-08-07 13:59:00,Mogi das Cruzes,SP,87,1
204,delivered,89.9,19.5,1,2018-04-09 13:56:00,2018-04-11 05:50:00,2018-04-16 20:58:00,BRASILIA,DF,707,1
205,delivered,84.99,19.13,1,2018-02-10 19:27:00,2018-02-10 19:35:00,2018-02-19 15:07:00,Fortaleza,CE,607,5
206,delivered,30.0,7.78,1,2017-04-27 11:08:00,2017-04-27 11:22:00,2017-05-15 12:00:00,Sao Paulo,SP,32,4
207,delivered,32.9,15.79,1,2017-12-06 15:26:00,2017-12-08 02:54:00,2017-12-13 18:03:00,Belo Horizonte,MG,303,5
208,delivered,25.9,15.1,1,2017-11-30 22:37:00,2017-12-01 10:31:00,2017-12-08 20:56:00,Brusque,SC,883,5
209,delivered,89.0,14.37,1,2017-06-05 13:24:00,2017-06-07 19:42:00,2017-06-16 14:04:00,Sao Paulo,SP,57,3
210,delivered,57.0,11.9,1,2017-09-12 16:32:00,2017-09-12 16:45:00,2017-09-22 16:43:00,Carapicuiba,SP,63,5
211,delivered,45.99,7.71,1,2018-07-22 22:30:00,2018-07-23 12:31:00,2018-07-24 19:26:00,BRASILIA,DF,707,5
212,delivered,248.99,60.29,1,2018-06-03 18:24:00,2018-06-03 18:49:00,2018-06-08 18:58:00,MESQUITA,RJ,265,4
213,delivered,299.98,38.12,2,2018-05-23 16:37:00,2018-05-23 16:56:00,2018-06-06 14:06:00,Florianopolis,SC,880,5
214,delivered,349.9,17.66,1,2018-02-03 10:51:00,2018-02-03 11:10:00,2018-02-23 20:59:00,Quintana,SP,176,5
215,delivered,58.99,11.73,1,2018-05-17 08:33:00,2018-05-17 08:59:00,2018-06-01 23:27:00,Paulinia,SP,131,5
216,delivered,38.9,11.85,1,2018-08-10 13:42:00,2018-08-10 13:55:00,2018-08-20 23:38:00,Sao Carlos,SP,135,4
217,canceled,10.99,11.85,1,2018-04-18 20:13:00,2018-04-18 20:32:00,2018-04-26 20:11:00,Artur Nogueira,SP,131,1
218,delivered,52.99,16.13,1,2017-09-27 14:43:00,2017-09-27 14:56:00,2017-10-13 21:13:00,Panambi,RS,982,4
219,delivered,69.9,13.92,1,2018-02-05 17:27:00,2018-02-06 17:32:00,2018-02-18 14:28:00,Araraquara,SP,148,5
220,delivered,120.0,45.3,1,2017-11-16 14:32:00,2017-11-17 14:25:00,2017-11-29 00:44:00,Piracicaba,SP,134,5
221,delivered,101.49,18.59,1,2018-01-31 13:21:00,2018-02-01 13:35:00,2018-02-14 18:04:00,Curitiba,PR,807,5
222,delivered,199.89,12.02,1,2018-01-11 16:51:00,2018-01-12 02:38:00,2018-01-22 21:18:00,Sao Paulo,SP,12,5
223,delivered,158.7,36.43,1,2017-06-04 10:05:00,2017-06-04 10:22:00,2017-06-12 17:45:00,Joao Pessoa,PB,580,4
224,delivered,161.7,0.0,3,2018-03-29 16:17:00,2018-03-29 16:35:00,2018-04-13 20:03:00,Itaquaquecetuba,SP,85,1
225,delivered,99.99,20.0,1,2017-07-17 21:55:00,2017-07-17 22:10:00,2017-07-27 18:41:00,Sao Paulo,SP,48,1
226,delivered,59.0,7.39,1,2018-05-09 14:32:00,2018-05-10 11:36:00,2018-05-17 22:05:00,Sao Paulo,SP,13,4
227,delivered,59.0,10.68,1,2018-08-08 21:11:00,2018-08-08 21:25:00,2018-08-15 15:02:00,Valinhos,SP,132,3
228,delivered,148.9,17.69,1,2018-04-17 11:25:00,2018-04-19 02:51:00,2018-05-03 21:54:00,Tijucas,SC,882,5
229,delivered,117.3,22.29,1,2017-04-22 13:48:00,2017-04-22 14:01:00,2017-05-02 15:45:00,Sao Goncalo,RJ,247,2
230,delivered,137.9,18.22,1,2017-12-11 21:43:00,2017-12-11 21:55:00,2017-12-18 16:53:00,Campo Grande,MS,790,5
231,delivered,249.0,22.61,1,2018-05-04 10:29:00,2018-05-04 10:51:00,2018-05-16 20:37:00,Jundiai,SP,132,4
232,delivered,14.0,7.39,1,2017-11-17 19:53:00,2017-11-18 19:50:00,,Sao Paulo,SP,31,5
233,delivered,98.99,15.8,1,2017-12-17 19:40:00,2017-12-17 20:50:00,2017-12-27 13:47:00,Jundiai,SP,132,5
234,delivered,250.0,62.49,1,2017-12-21 04:59:00,2017-12-22 04:51:00,2018-01-03 22:54:00,Sombrio,SC,889,1
235,delivered,1180.95,33.11,1,2018-02-27 10:05:00,2018-02-27 10:15:00,2018-03-05 20:53:00,Cabo Frio,RJ,289,5
236,delivered,16.99,16.79,1,2018-03-18 20:59:00,2018-03-18 21:10:00,2018-03-29 13:49:00,Salvador,BA,417,1
237,delivered,58.32,18.21,1,2017-01-05 13:34:00,2017-01-07 03:45:00,2017-01-17 15:52:00,RIO DE JANEIRO,RJ,226,5
238,delivered,79.0,12.26,1,2017-11-24 16:56:00,2017-11-28 03:48:00,2017-12-18 20:24:00,Valparaiso de Goias,GO,728,5
239,delivered,47.0,11.74,1,2017-12-24 17:34:00,2017-12-24 17:48:00,2018-01-03 21:12:00,Santos,SP,110,5
240,delivered,40.0,14.1,1,2018-03-29 15:08:00,2018-03-29 15:29:00,2018-04-05 19:34:00,Montenegro,RS,957,4
241,delivered,270.0,14.33,1,2017-11-29 17:43:00,2017-11-29 19:16:00,2017-12-12 22:32:00,Amparo,SP,139,5
242,delivered,79.9,15.31,1,2018-04-03 13:47:00,2018-04-05 02:27:00,2018-04-13 23:45:00,Porto Alegre,RS,919,4
243,delivered,19.9,16.11,1,2017-04-20 16:18:00,2017-04-20 16:30:00,2017-05-03 11:43:00,Passagem de Mariana,MG,354,5
244,delivered,153.0,23.94,1,2018-01-25 23:13:00,2018-01-27 02:45:00,2018-02-08 18:38:00,Matupa,MT,785,5
245,delivered,49.0,13.41,1,2018-05-08 14:38:00,2018-05-08 14:55:00,2018-05-09 15:15:00,Americana,SP,134,5
246,delivered,41.97,66.18,3,2018-06-16 19:05:00,2018-06-18 12:37:00,2018-06-26 17:08:00,Vitoria,ES,290,3
247,delivered,47.2,12.23,1,2017-07-02 20:47:00,2017-07-02 21:03:00,2017-07-11 20:22:00,Sao Jose dos Campos,SP,122,4
248,delivered,29.9,14.52,1,2018-01-23 23:59:00,2018-01-24 00:16:00,2018-01-30 14:36:00,Amparo,SP,139,4
249,delivered,99.9,14.52,1,2018-01-16 22:34:00,2018-01-17 03:34:00,2018-01-22 23:23:00,Sertaozinho,SP,141,5
250,delivered,119.9,18.09,1,2018-02-22 15:04:00,2018-02-23 07:08:00,2018-02-28 21:09:00,Vitoria,ES,290,1
251,delivered,280.0,35.76,1,2018-03-30 23:11:00,2018-03-30 23:26:00,2018-04-19 18:03:00,Barra de Santo Antonio,AL,579,5
252,delivered,35.0,7.78,1,2017-02-12 18:48:00,2017-02-12 19:02:00,2017-03-01 14:09:00,Sao Paulo,SP,31,4
253,delivered,29.0,4.48,1,2018-02-01 07:47:00,2018-02-01 08:10:00,2018-04-23 15:49:00,RIO DE JANEIRO,RJ,220,5
254,delivered,59.9,13.08,1,2018-06-06 14:21:00,2018-06-06 14:35:00,2018-06-15 14:28:00,Francisco Morato,SP,79,5
255,delivered,278.77,17.16,1,2017-11-17 13:12:00,2017-11-17 13:35:00,2017-11-27 20:41:00,Niteroi,RJ,243,1
256,delivered,39.9,7.39,1,2018-01-30 17:36:00,2018-01-30 17:57:00,2018-02-05 19:38:00,OSASCO,SP,62,5
257,delivered,27.3,15.1,1,2018-03-07 12:08:00,2018-03-07 12:29:00,2018-03-13 18:56:00,Petropolis,RJ,256,5
258,delivered,24.9,37.08,1,2018-01-10 09:04:00,2018-01-10 10:31:00,2018-01-17 15:44:00,Juruena,MT,783,3
259,delivered,99.99,25.54,1,2017-02-08 18:00:00,2017-02-10 02:55:00,2017-02-20 18:14:00,Teresopolis,RJ,259,4
260,shipped,29.5,62.38,1,2018-06-30 21:57:00,2018-06-30 22:10:00,2018-07-04 21:48:00,Aracaju,SE,490,1
261,delivered,31.98,42.95,2,2018-08-08 10:49:00,2018-08-08 11:05:00,2018-08-16 19:18:00,Caxias do Sul,RS,950,3
262,delivered,998.5,122.92,1,2017-10-05 05:23:00,2017-10-05 06:21:00,2017-10-09 18:32:00,Belo Horizonte,MG,301,1
263,delivered,34.99,9.09,1,2018-04-10 14:58:00,2018-04-10 15:11:00,2018-04-27 23:17:00,Sao Paulo,SP,48,5
264,delivered,89.18,9.61,1,2018-02-08 18:56:00,2018-02-08 19:32:00,2018-02-19 13:28:00,Sao Paulo,SP,34,4
265,delivered,7.0,14.1,1,2018-07-12 20:24:00,2018-07-12 20:35:00,2018-07-23 18:09:00,Niteroi,RJ,242,5
266,delivered,407.99,29.18,1,2017-11-24 14:15:00,2017-11-24 16:19:00,2017-12-17 10:47:00,Maria da Fe,MG,375,5
267,delivered,249.9,27.91,1,2017-11-16 15:09:00,2017-11-16 15:26:00,,Belem,PA,660,5
268,delivered,199.0,24.21,1,2017-08-31 17:46:00,2017-08-31 18:05:00,2017-09-12 20:59:00,Lauro de Freitas,BA,427,3
269,delivered,178.5,15.0,1,2018-05-15 09:10:00,2018-05-16 03:14:00,2018-05-22 20:37:00,RIO DE JANEIRO,RJ,222,5
270,delivered,20.3,8.11,1,2018-01-22 19:22:00,2018-01-22 19:36:00,2018-02-06 15:49:00,Suzano,SP,86,5
271,delivered,116.9,0.0,1,2018-06-16 00:01:00,2018-06-16 00:23:00,2018-06-28 16:41:00,Caieiras,SP,77,5
272,delivered,89.15,17.06,1,2018-07-28 18:21:00,2018-07-31 03:50:00,2018-08-01 23:57:00,Belo Horizonte,MG,301,1
273,delivered,115.0,15.56,1,2017-11-28 21:07:00,2017-11-28 21:17:00,2017-12-12 20:22:00,Sao Paulo,SP,57,5
274,delivered,49.9,8.27,1,2018-02-11 14:13:00,2018-02-11 14:25:00,2018-03-05 22:04:00,Embu das Artes,SP,68,5
275,delivered,49.9,16.05,1,2018-03-17 15:21:00,2018-03-20 03:48:00,2018-04-06 01:23:00,Sao Sebastiao do Cai,RS,957,4
276,delivered,149.97,19.13,1,2018-06-03 11:52:00,2018-06-03 12:10:00,2018-06-05 18:19:00,Sao Paulo,SP,50,1
277,delivered,121.77,13.41,1,2018-05-07 21:49:00,2018-05-07 22:11:00,2018-05-17 16:56:00,Sao Paulo,SP,29,3
278,delivered,43.0,13.37,1,2018-03-09 14:58:00,2018-03-10 14:50:00,2018-03-29 23:31:00,Agisse,SP,196,5
279,delivered,59.9,15.18,1,2018-02-27 15:53:00,2018-02-27 16:15:00,2018-03-22 22:12:00,Sao Bernardo do Campo,SP,97,3
280,delivered,149.9,17.49,1,2018-01-24 11:40:00,2018-01-24 15:08:00,2018-02-15 15:08:00,Salvador,BA,415,4
281,delivered,96.0,35.86,2,2018-06-09 11:02:00,2018-06-09 11:15:00,2018-06-19 11:22:00,Curitiba,PR,800,1
282,delivered,559.8,20.5,2,2017-11-11 22:16:00,2017-11-11 22:30:00,2017-11-16 21:48:00,RIO DE JANEIRO,RJ,212,5
283,delivered,129.98,27.11,1,2018-06-28 11:08:00,2018-06-28 11:31:00,2018-07-09 16:02:00,Vitoria,ES,290,4
284,delivered,99.99,14.45,1,2018-08-01 14:58:00,2018-08-01 15:31:00,2018-08-15 00:18:00,RIO DE JANEIRO,RJ,207,5
285,delivered,117.4,15.7,1,2017-11-24 17:37:00,2017-11-24 20:56:00,2017-12-19 14:19:00,Sao Paulo,SP,44,5
286,delivered,127.42,17.33,1,2018-02-03 14:56:00,2018-02-03 15:11:00,2018-02-23 22:59:00,Belo Horizonte,MG,315,5
287,delivered,23.2,16.05,1,2017-04-27 10:24:00,2017-04-27 10:35:00,2017-05-11 17:22:00,Duque de Caxias,RJ,250,5
288,delivered,29.9,12.87,1,2018-04-10 16:22:00,2018-04-10 16:35:00,2018-04-23 13:47:00,Sao Paulo,SP,24,4
289,delivered,44.9,7.78,1,2017-11-13 10:07:00,2017-11-13 10:16:00,2017-12-11 17:38:00,Sao Paulo,SP,24,5
290,delivered,13.99,15.23,1,2018-07-23 10:21:00,2018-07-25 02:55:00,2018-08-02 00:42:00,Sao Joao de Meriti,RJ,255,3
291,delivered,139.8,26.16,2,2018-04-03 20:44:00,2018-04-04 03:29:00,2018-04-05 20:09:00,Sao Paulo,SP,37,3
292,delivered,109.9,19.63,1,2018-01-12 19:27:00,2018-01-12 19:37:00,2018-01-17 22:08:00,Caratinga,MG,353,5
293,delivered,19.9,11.85,1,2017-07-24 17:19:00,2017-07-24 17:30:00,2017-08-08 15:07:00,Novo Horizonte,SP,149,5
294,delivered,99.9,23.28,1,2018-03-07 23:46:00,2018-03-08 00:49:00,2018-03-16 13:58:00,Orizona,GO,752,5
295,delivered,389.0,11.54,1,2018-06-05 11:36:00,2018-06-05 19:15:00,2018-06-11 21:38:00,Sao Paulo,SP,13,5
296,delivered,105.0,21.57,1,2018-02-15 23:27:00,2018-02-17 03:35:00,2018-03-14 16:52:00,Curitiba,PR,814,4
297,delivered,39.9,15.11,1,2017-06-29 00:10:00,2017-06-29 00:23:00,2017-07-10 17:36:00,BRASILIA,DF,725,5
298,delivered,439.99,25.4,1,2018-01-19 21:07:00,2018-01-20 09:09:00,2018-02-20 19:27:00,Maceio,AL,570,4
299,delivered,130.0,18.16,1,2018-03-29 12:00:00,2018-03-29 12:48:00,2018-04-09 19:26:00,Pinhalzinho,SC,898,4
300,delivered,166.96,28.36,1,2018-06-28 12:52:00,2018-06-28 13:11:00,,Barueri,SP,64,1
301,delivered,409.9,17.94,1,2018-03-15 20:23:00,2018-03-16 20:31:00,2018-03-29 19:22:00,Formosa do Rio Preto,BA,479,5
302,delivered,50.0,17.6,1,2018-03-27 22:14:00,2018-03-27 22:30:00,2018-03-29 18:28:00,Governador Valadares,MG,350,5
303,delivered,159.99,33.57,1,2018-08-03 13:32:00,2018-08-04 05:05:00,2018-08-14 00:28:00,Caruaru,PE,550,2
304,delivered,65.98,17.3,1,2017-01-21 17:08:00,2017-01-21 17:22:00,2017-01-27 18:12:00,Santo Andre,SP,90,5
305,delivered,69.9,12.43,1,2017-09-26 11:08:00,2017-09-26 11:24:00,2017-10-03 18:35:00,Sao Paulo,SP,45,5
306,delivered,49.9,41.33,1,2018-02-28 08:57:00,2018-02-28 10:40:00,,RIO DE JANEIRO,RJ,230,5
307,delivered,56.99,15.15,1,2017-09-13 15:07:00,2017-09-13 15:25:00,2017-09-22 16:48:00,Coronel Fabriciano,MG,351,5
308,delivered,227.7,102.99,3,2018-08-09 20:36:00,2018-08-09 20:50:00,2018-08-25 00:46:00,Castelo do Piaui,PI,643,5
309,delivered,52.0,17.61,1,2017-12-07 09:40:00,2017-12-07 10:31:00,2017-12-11 18:52:00,Bambui,MG,389,5
310,delivered,109.9,13.32,1,2018-05-30 02:41:00,2018-05-30 03:24:00,2018-06-22 22:41:00,Sao Bernardo do Campo,SP,97,5
311,delivered,99.99,28.03,1,2017-06-27 10:45:00,2017-06-27 11:04:00,2017-06-29 16:45:00,Cariacica,ES,291,3
312,delivered,219.0,24.07,1,2017-12-08 04:45:00,2017-12-12 03:50:00,2018-01-09 18:04:00,Vespasiano,MG,332,5
313,delivered,899.99,31.58,1,2018-03-09 15:09:00,2018-03-09 17:00:00,2018-03-26 21:07:00,Sao Goncalo,RJ,247,5
314,delivered,58.99,7.67,1,2017-09-11 11:50:00,2017-09-11 12:05:00,2017-09-19 21:47:00,Sao Paulo,SP,28,5
315,delivered,29.0,16.11,1,2018-06-12 09:52:00,2018-06-12 10:21:00,2018-06-19 17:57:00,Belo Horizonte,MG,311,3
316,delivered,129.0,38.45,1,2018-07-03 01:17:00,2018-07-03 01:30:00,2018-07-11 22:52:00,Floriano,PI,648,3
317,delivered,25.0,7.78,1,2017-05-23 15:28:00,2017-05-24 15:35:00,2017-06-12 16:48:00,Sao Paulo,SP,15,5
318,delivered,39.99,14.1,1,2017-11-29 18:27:00,2017-11-29 19:31:00,2017-12-11 21:44:00,RIO DE JANEIRO,RJ,224,4
319,delivered,119.1,26.88,2,2018-01-14 18:49:00,2018-01-14 18:59:00,2018-01-20 14:28:00,Jandira,SP,66,4
320,delivered,85.0,7.5,1,2017-08-23 15:40:00,2017-08-23 17:33:00,2017-08-29 21:36:00,Sao Paulo,SP,50,5
321,delivered,129.99,16.67,1,2017-09-10 22:32:00,2017-09-12 04:50:00,2017-09-18 18:48:00,Vila Velha,ES,291,5
322,delivered,119.8,29.66,2,2018-08-21 16:45:00,2018-08-21 17:08:00,2018-08-23 21:03:00,RIO DE JANEIRO,RJ,212,3
323,delivered,85.5,15.36,1,2018-05-27 17:59:00,2018-05-27 18:14:00,2018-06-12 20:48:00,Itaquaquecetuba,SP,85,5
324,delivered,249.9,69.21,1,2017-05-20 02:48:00,2017-05-23 03:50:00,2017-06-16 16:52:00,Sao Paulo,SP,40,5
325,delivered,69.0,18.58,1,2016-10-05 22:44:00,2016-10-06 15:51:00,,Uberaba,MG,380,4
326,delivered,39.9,7.78,1,2017-07-28 11:25:00,2017-07-28 11:35:00,2017-08-07 20:41:00,Cubatao,SP,115,5
327,delivered,59.9,19.66,1,2017-12-05 10:34:00,2017-12-06 02:50:00,2018-01-04 16:57:00,Rondonopolis,MT,787,4
328,delivered,89.9,12.76,1,2018-03-07 15:37:00,2018-03-07 15:55:00,2018-03-10 00:05:00,Sao Gotardo,MG,388,5
329,delivered,89.99,17.88,1,2018-08-20 17:38:00,2018-08-20 17:50:00,2018-08-22 19:29:00,Marilena,PR,879,5
330,delivered,69.0,8.88,1,2018-02-09 13:48:00,2018-02-09 14:15:00,2018-02-22 17:14:00,Sao Paulo,SP,47,5
331,delivered,180.0,12.76,1,2018-08-02 14:41:00,2018-08-03 14:35:00,2018-08-10 22:12:00,Marilia,SP,175,5
332,delivered,48.9,15.1,1,2018-01-02 19:20:00,2018-01-02 19:32:00,2018-01-27 14:27:00,Ouro Preto,MG,354,5
333,delivered,629.0,82.57,1,2018-04-18 15:40:00,2018-04-19 08:15:00,2018-05-03 13:03:00,Florianopolis,SC,880,1
334,delivered,29.9,8.88,1,2018-03-17 15:32:00,2018-03-17 15:48:00,,Piracicaba,SP,134,5
335,delivered,51.9,18.51,1,2018-01-05 11:04:00,2018-01-05 11:15:00,2018-01-23 17:41:00,Santo Andre,SP,90,5
336,delivered,48.0,11.15,1,2018-05-14 11:04:00,2018-05-15 04:35:00,2018-05-21 20:32:00,Sao Paulo,SP,14,5
337,delivered,14.9,15.1,1,2017-11-26 12:50:00,2017-11-26 13:14:00,2017-12-08 17:02:00,Sao Paulo,SP,38,5
338,delivered,29.45,12.48,1,2018-06-26 10:58:00,2018-06-26 11:18:00,2018-07-07 17:37:00,Tres Marias,MG,392,5
339,delivered,419.9,21.04,1,2017-12-01 20:39:00,2017-12-01 20:50:00,2017-12-18 22:29:00,Rio Verde,GO,759,5
340,delivered,110.0,18.02,1,2017-05-26 18:35:00,2017-05-26 18:45:00,2017-06-09 08:26:00,Caxias do Sul,RS,950,5
341,delivered,35.0,18.74,1,2017-08-09 21:43:00,2017-08-09 22:03:00,2017-08-18 21:09:00,Campo Grande,MS,790,5
342,delivered,106.9,13.41,1,2018-08-09 22:52:00,2018-08-09 23:05:00,2018-08-15 00:27:00,Sao Paulo,SP,43,5
343,delivered,39.0,22.93,1,2018-04-01 18:27:00,2018-04-02 17:55:00,2018-04-04 19:47:00,Formoso,GO,764,5
344,delivered,38.9,14.52,1,2017-04-19 13:45:00,2017-04-21 05:22:00,2017-05-09 09:03:00,Barueri,SP,64,4
345,delivered,109.9,19.0,1,2017-08-17 17:03:00,2017-08-17 18:05:00,2017-08-25 17:45:00,Penedo,AL,572,5
346,delivered,275.8,77.62,2,2018-08-16 10:39:00,2018-08-16 10:50:00,2018-08-27 22:53:00,Sao Paulo,SP,41,5
347,delivered,159.0,20.35,1,2018-07-01 20:54:00,2018-07-02 20:50:00,2018-07-10 22:12:00,Montes Claros,MG,394,5
348,delivered,169.99,54.08,1,2018-02-22 20:53:00,2018-02-22 21:28:00,2018-03-28 22:04:00,Sete Lagoas,MG,357,3
349,delivered,79.9,42.59,1,2018-08-24 19:01:00,2018-08-24 19:15:00,2018-08-31 01:13:00,Recife,PE,509,3
350,delivered,139.9,12.37,1,2018-08-11 20:58:00,2018-08-13 10:10:00,2018-08-20 22:57:00,Campinas,SP,130,5
351,delivered,116.0,12.31,1,2018-02-25 14:13:00,2018-02-25 14:28:00,2018-03-07 18:31:00,Sao Paulo,SP,28,5
352,delivered,45.0,7.39,1,2018-07-11 17:22:00,2018-07-11 17:35:00,2018-07-13 20:56:00,Sao Paulo,SP,36,5
353,delivered,200.0,18.11,1,2018-07-31 16:16:00,2018-07-31 17:30:00,2018-08-06 17:36:00,Promissao,SP,163,5
354,delivered,22.5,15.11,1,2017-10-11 17:31:00,2017-10-11 17:46:00,2017-10-25 20:21:00,Palhoca,SC,881,5
355,delivered,9.9,8.27,1,2018-05-09 17:11:00,2018-05-09 17:36:00,2018-05-21 15:38:00,Sao Paulo,SP,33,5
356,shipped,597.0,30.72,1,2017-11-25 16:23:00,2017-11-25 16:34:00,2017-12-12 00:35:00,Vila dos Cabanos,PA,684,1
357,delivered,89.9,21.12,1,2018-07-24 12:45:00,2018-07-24 13:24:00,2018-07-30 16:56:00,Sao Joao do Oriente,MG,351,4
358,delivered,129.9,31.29,1,2017-05-08 12:22:00,2017-05-08 13:05:00,2017-05-19 15:55:00,Montes Claros,MG,394,5
359,delivered,14.9,15.1,1,2018-03-29 22:46:00,2018-03-29 22:55:00,2018-04-09 23:52:00,Florianopolis,SC,880,5
360,delivered,12.99,9.34,1,2018-04-22 14:26:00,2018-04-24 17:34:00,2018-05-20 18:19:00,Sao Paulo,SP,45,5
361,delivered,155.0,16.85,1,2018-07-22 06:24:00,2018-07-23 11:32:00,2018-07-30 18:05:00,Itanhandu,MG,374,5
362,delivered,66.99,9.78,1,2018-08-14 17:48:00,2018-08-14 18:23:00,2018-08-21 14:06:00,Sao Paulo,SP,10,5
363,delivered,32.5,18.23,1,2017-12-19 13:02:00,2017-12-21 02:11:00,2018-01-12 10:46:00,Contagem,MG,321,4
364,delivered,92.0,13.66,1,2017-10-25 13:32:00,2017-10-26 03:09:00,2017-10-28 13:03:00,Campinas,SP,130,5
365,delivered,99.9,0.0,1,2017-07-31 19:05:00,2017-08-01 15:15:00,2017-08-14 15:07:00,RIO DE JANEIRO,RJ,202,5
366,delivered,269.0,10.7,1,2018-07-06 18:16:00,2018-07-10 08:45:00,2018-07-16 13:11:00,Santo Andre,SP,91,4
367,delivered,45.0,25.38,1,2017-10-24 14:23:00,2017-10-26 02:56:00,2017-11-01 19:18:00,Boa Vista,RR,693,5
368,delivered,304.9,16.88,1,2018-06-12 20:54:00,2018-06-13 02:36:00,2018-06-22 15:48:00,RIO DE JANEIRO,RJ,235,5
369,delivered,29.8,26.74,2,2017-11-09 21:08:00,2017-11-09 21:31:00,2017-11-16 16:52:00,Sao Paulo,SP,21,4
370,delivered,258.0,58.6,2,2017-02-23 08:03:00,2017-02-23 08:15:00,2017-03-02 09:23:00,Trairi,CE,626,1
371,delivered,119.99,18.72,1,2017-06-17 13:16:00,2017-06-17 13:25:00,2017-06-26 15:58:00,Americana,SP,134,5
372,delivered,25.99,15.14,1,2017-05-29 12:35:00,2017-05-29 13:05:00,2017-06-12 13:28:00,Sao Paulo,SP,36,5
373,delivered,379.9,18.22,1,2018-05-24 12:16:00,2018-05-25 08:14:00,2018-06-04 17:16:00,Montes Claros,MG,394,5
374,delivered,169.99,22.03,1,2018-06-03 21:08:00,2018-06-03 21:30:00,2018-06-05 20:32:00,Porto Alegre,RS,915,4
375,delivered,169.9,22.66,1,2018-06-08 20:06:00,2018-06-12 04:35:00,,OSASCO,SP,61,5
376,delivered,278.0,52.28,4,2018-05-14 17:56:00,2018-05-16 03:15:00,2018-05-23 20:31:00,Andradina,SP,169,5
377,delivered,153.75,23.01,1,2018-01-29 13:38:00,2018-01-29 13:57:00,2018-02-17 09:32:00,Cruz das Almas,BA,443,5
378,delivered,116.0,16.51,1,2017-11-24 01:34:00,2017-11-24 01:49:00,2017-12-03 15:36:00,Sao Leopoldo,RS,930,3
379,delivered,219.9,18.79,1,2016-10-05 07:31:00,2016-10-06 02:46:00,2016-10-16 14:36:00,BRASILIA,DF,732,5
380,delivered,69.9,0.0,1,2018-03-07 16:27:00,2018-03-08 17:40:00,2018-03-18 16:21:00,Canoas,RS,922,4
381,delivered,219.0,45.38,1,2017-03-22 17:25:00,2017-03-22 17:25:00,2017-04-06 10:35:00,Recife,PE,509,5
382,delivered,32.9,12.79,1,2017-11-06 18:20:00,2017-11-07 03:31:00,2017-11-14 18:05:00,Campo Limpo Paulista,SP,132,5
383,delivered,295.0,54.43,1,2017-05-19 18:13:00,2017-05-20 11:35:00,2017-06-08 07:53:00,Chapeco,SC,898,5
384,delivered,42.99,7.71,1,2017-12-16 13:51:00,2017-12-16 13:58:00,2017-12-23 16:21:00,Santa Luzia,MG,331,5
385,delivered,149.9,46.34,1,2018-04-18 13:13:00,2018-04-18 13:31:00,2018-04-23 14:44:00,Marica,RJ,249,5
386,delivered,89.99,15.38,1,2018-03-29 20:53:00,2018-03-31 10:07:00,2018-04-24 16:10:00,Montes Claros,MG,394,5
387,delivered,196.99,35.54,1,2018-06-23 19:24:00,2018-06-23 19:39:00,2018-07-09 18:21:00,Santo Andre,SP,91,5
388,delivered,73.0,16.27,1,2018-08-06 09:12:00,2018-08-06 09:44:00,2018-08-14 18:11:00,Valparaiso de Goias,GO,728,5
389,delivered,59.0,12.75,1,2017-06-02 14:00:00,2017-06-02 14:42:00,2017-06-12 17:38:00,Bauru,SP,170,5
390,delivered,109.9,20.26,1,2017-11-06 16:24:00,2017-11-06 23:31:00,2017-11-20 18:36:00,Marica,RJ,249,1
391,delivered,69.9,23.0,1,2018-06-27 11:10:00,2018-06-28 02:15:00,2018-07-06 16:37:00,Arealva,SP,171,3
392,delivered,166.99,112.99,1,2017-04-14 22:06:00,2017-04-14 22:15:00,2017-05-08 11:10:00,Sao Paulo,SP,43,4
393,delivered,134.9,21.43,1,2018-03-26 11:02:00,2018-03-26 11:15:00,2018-04-09 21:53:00,Campinas,SP,130,4
394,delivered,30.98,16.54,2,2017-12-04 18:26:00,2017-12-04 19:04:00,2017-12-19 01:15:00,Sao Paulo,SP,50,5
395,delivered,201.34,12.61,1,2018-06-13 22:54:00,2018-06-13 23:18:00,2018-06-22 17:46:00,Sao Paulo,SP,31,5
396,delivered,21.9,11.85,1,2018-02-02 15:26:00,2018-02-02 16:00:00,2018-02-03 15:05:00,Ribeirao Preto,SP,140,5
397,delivered,21.9,22.06,1,2017-08-10 19:47:00,2017-08-12 02:45:00,2017-08-21 21:00:00,Sao Felix do Araguaia,MT,786,5
398,delivered,165.0,19.03,1,2018-08-04 14:29:00,2018-08-07 04:10:00,,Chapeco,SC,898,5
399,delivered,49.9,10.96,1,2017-09-05 18:24:00,2017-09-07 02:44:00,2017-09-17 15:31:00,Caieiras,SP,77,5
